alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;energie_kj;energie_kcal;protein;carbohydrates;lipid;sugar;salt;price;img_path
biscuits sucrés;-;Biscuit sec au beurre, sablé, galette ou palet, au chocolat;-;-;6,64;61;25,3;28,9;0,77;;
biscuits sucrés;-;Biscuit sec chocolaté, type barquette;-;-;7,39;60,9;22,8;43,1;0,4;;
biscuits sucrés;-;Biscuit sec chocolaté, type tartelette;-;-;6,65;60,2;25,8;29,2;0,45;;
biscuits sucrés;-;Biscuit sec chocolaté, type galette;-;-;6,84;63,7;23,5;28,2;0,65;;
biscuits sucrés;-;Biscuit sec, sablé, galette ou palet, aux fruits;-;-;5,93;67,6;19,3;31;0,49;;
biscuits sucrés;-;Biscuit sec fourré fruits à coque (non ou légèrement chocolaté);2140;511;5,5;59,8;27,2;29,7;0,37;;
biscuits sucrés;-;Florentin (biscuit sec sucré chocolaté aux amandes);2150;514;9,31;50,7;28,7;44,1;0,13;;
biscuits sucrés;-;Biscuit pâtissier meringué;-;-;7,42;56;30,7;46,1;0,3;;
biscuits sucrés;-;Sablé à la noix de coco;-;-;7,1;66,5;20,1;24,2;0,74;;
biscuits sucrés;-;Sablé pâtissier, artisanal;-;-;8,38;59,4;22,9;-;0,41;;
biscuits sucrés;-;Sablé aux fruits (pomme, fruits rouges, etc.);-;-;5,85;66;21,1;32;0,56;;
biscuits sucrés;-;Sablé au cacao ou chocolat, au praliné ou autre;-;-;6,63;61,2;24,6;27,3;0,94;;
biscuits sucrés;-;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";-;-;5,36;71,2;18,6;34,7;0,56;;
biscuits sucrés;-;"Goûter sec fourré (""sandwiché"") parfum chocolat";-;-;6,7;67,9;18;29,8;0,62;;
biscuits sucrés;-;"Goûter sec fourré (""sandwiché"") parfum fruits";-;-;6,64;73,3;17,4;31,6;0,5;;
biscuits sucrés;-;Gaufrette ou éventail sans fourrage;-;-;9;76,8;8;35;1;;
biscuits sucrés;-;Gaufrette fourrée chocolat, préemballée;-;-;6,38;57,2;29,8;35,8;0,27;;
biscuits sucrés;-;Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée;-;-;7,31;59,6;26,4;37,4;0,34;;
biscuits sucrés;-;Gaufrette, fourrée vanille, préemballée;2250;538;5,75;60,1;30,1;32,9;0,36;;
biscuits sucrés;-;Gaufrette fourrée, aux fruits;-;-;4,43;82,4;1,58;41,7;0,28;;
biscuits sucrés;-;Cigarette;-;-;5,29;63;27,5;38;0,28;;
biscuits sucrés;-;Crêpe dentelle;-;-;6,27;72,1;15,5;36,7;0,64;;
biscuits sucrés;-;Crêpe dentelle au chocolat, préemballée;-;-;5,91;67,9;21,8;42,4;0,5;;
biscuits sucrés;-;Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir;-;-;7,98;79,9;3,77;47,9;0,41;;
biscuits sucrés;-;Biscuit sec type langue de chat ou cigarette russe;-;-;5,66;77,9;10,7;40,3;0,57;;
biscuits sucrés;-;Meringue;-;-;4,06;94,3;< 0,5;94,3;0,16;;
biscuits sucrés;-;Biscuit sec ou tuile, aux amandes;1980;471;7,8;68;18,1;39,2;0,21;;
biscuits sucrés;-;Biscuit sec type tuile, aux fruits;1610;384;5,43;74,9;8,28;26,9;0,7;;
biscuits sucrés;-;Biscuit sec feuilleté, type palmier ou autres;-;-;6,1;60,5;27,6;21,6;1,01;;
biscuits sucrés;-;Palmier, artisanal;-;-;5,93;53,1;28,2;21,8;1,16;;
biscuits sucrés;-;Biscuit sec (génoise) nappage aux fruits, type barquette;1440;341;4,44;74,4;2,1;51,1;0,12;;
biscuits sucrés;-;Biscuit sec nappé aux fruits, tartelette;-;-;4,7;71,3;14,2;32,7;0,37;;
biscuits sucrés;-;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;-;-;4,25;79,3;1,92;52,9;0,015;;
biscuits sucrés;-;Cookie aux pépites de chocolat;-;-;6,47;59;25,9;31,5;1,01;;
biscuits sucrés;-;Cône ou cornet classique, pour glace;-;-;7,5;80,4;5;25,6;0,54;;
biscuits sucrés;-;Génoise sèche fourrée aux fruits et nappée de chocolat;-;-;3,23;69,5;10,6;51,7;0,17;;
biscuits sucrés;-;Biscuit sec pauvre en glucides;-;-;20,8;43,8;18,5;19,3;0,86;;
céréales de petit-déjeuner;-;Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux;1660;391;8;82,2;2,2;35,3;0,018;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux;1720;408;8,13;70,4;8,9;26,2;0,53;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux;1510;360;11,5;59,3;4,42;22,1;1,27;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner (aliment moyen);1680;398;7,81;75,3;6,08;24,6;0,79;;
céréales de petit-déjeuner;-;Muesli (aliment moyen);1760;418;7,49;66,6;12,2;25,9;0,7;;
céréales de petit-déjeuner;-;Pétales de maïs natures, enrichis en vitamines et minéraux;1600;377;7,4;83,2;0,87;9,53;1,64;;
céréales de petit-déjeuner;-;Riz soufflé nature, enrichi en vitamines et minéraux;1660;391;7;87;1,5;8;1,15;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux;1630;386;11,5;64;6,75;19,3;0,78;;
céréales de petit-déjeuner;-;Pétales de blé chocolatés, enrichis en vitamines et minéraux;1640;388;9,04;77,7;3,24;29,9;0,56;;
céréales de petit-déjeuner;-;Pétales de blé chocolatés (non enrichis en vitamines et minéraux);1640;388;8,48;80,1;2,64;30,3;0,64;;
céréales de petit-déjeuner;-;Riz soufflé chocolaté (non enrichi en vitamines et minéraux);1640;388;6,31;84,2;2,2;32,5;0,94;;
céréales de petit-déjeuner;-;Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux);1630;386;7,73;79,6;2,93;31,2;0,41;;
céréales de petit-déjeuner;-;Pétales de maïs natures (non enrichis en vitamines et minéraux);1610;380;8,14;82,8;1,05;5,43;2,15;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux;1820;433;7,81;69,2;13;29,1;0,89;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes;1860;442;7,33;67,2;14,8;34,3;0,46;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux;1760;419;8,42;64,7;13,3;31,2;0,77;;
céréales de petit-déjeuner;-;"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux";1620;382;11,4;78,6;1,65;17,2;1,25;;
céréales de petit-déjeuner;-;"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux";1660;394;7,5;73,9;5,9;19,5;0,69;;
céréales de petit-déjeuner;-;"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux";1600;378;10,5;77,9;1,74;20,6;1,06;;
céréales de petit-déjeuner;-;"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux";1670;394;9,77;75,5;4,93;23,7;1;;
céréales de petit-déjeuner;-;"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)";1730;411;10,3;74,6;7,01;22,9;1,03;;
céréales de petit-déjeuner;-;"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)";1600;378;10,5;78,7;1,4;19;1,24;;
céréales de petit-déjeuner;-;"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)";1610;379;11,3;79;1,25;15,4;1,18;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen);1690;401;7,51;75;6,77;24,4;0,86;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen);1640;388;8,26;79,2;3,24;28,6;0,67;;
céréales de petit-déjeuner;-;Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux);1610;379;4,4;88;0,6;29,6;1,14;;
céréales de petit-déjeuner;-;Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux);1830;436;8,88;59,7;16,7;21,7;0,34;;
céréales de petit-déjeuner;-;Muesli croustillant au chocolat (non enrichi en vitamines et minéraux);1850;442;8,57;63,2;16,7;22,7;0,35;;
céréales de petit-déjeuner;-;Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux;1520;361;9,19;65,4;5;23,8;0,49;;
céréales de petit-déjeuner;-;Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux;1930;460;5,67;68,4;17,3;30;1;;
céréales de petit-déjeuner;-;Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux;1890;451;9,13;62,7;16,7;21,8;0,44;;
céréales de petit-déjeuner;-;Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés;1680;400;10,7;61,6;11;18,6;0,25;;
céréales de petit-déjeuner;-;Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux;1630;385;8,82;75,2;4,01;44,4;0,25;;
céréales de petit-déjeuner;-;Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux;1420;338;14;49;3,5;18;0,58;;
céréales de petit-déjeuner;-;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;1590;374;5,77;84,7;0,63;30;1,27;;
céréales de petit-déjeuner;-;Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux;1630;386;10,3;67,9;6,3;20,9;1,5;;
céréales de petit-déjeuner;-;Muesli floconneux ou de type traditionnel;1610;382;10,6;68,5;4,83;11,9;0,15;;
céréales de petit-déjeuner;-;Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux);1670;393;5,71;86,2;2,35;30,9;0,71;;
céréales de petit-déjeuner;-;Blé khorasan complet soufflé;1600;378;7,32;80,5;1,96;-;0,027;;
céréales de petit-déjeuner;-;Riz soufflé chocolaté, enrichi en vitamines et minéraux;1650;390;6,22;83,2;2,82;29,7;0,75;;
céréales de petit-déjeuner;-;Boules de maïs soufflées au miel, enrichies en vitamines et minéraux;1630;384;5,5;85,3;1,8;27;0,84;;
céréales de petit-déjeuner;-;Céréales complètes soufflées, enrichies en vitamines et minéraux;1630;385;7,95;76,8;3,85;32;0,95;;
céréales de petit-déjeuner;-;Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux;1660;392;7,39;79,4;4,27;33,3;0,75;;
céréales de petit-déjeuner;-;Muesli croustillant, au quinoa;-;-;10,9;71,2;10,7;-;0,057;;
céréales de petit-déjeuner;-;Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux);1560;369;9,5;61,7;6,9;20,6;0,1;;
céréales de petit-déjeuner;-;Muesli enrichi en vitamines et minéraux (aliment moyen);1780;424;6,96;67,3;12,8;27,7;0,81;;
céréales de petit-déjeuner;-;Flocon d'avoine précuit;1560;370;11,7;58;7,7;1,84;0,011;;
céréales de petit-déjeuner;-;Muesli non enrichi en vitamines et minéraux (aliment moyen);1690;401;9,2;60,7;11,6;21,1;0,22;;
barres céréalières;-;Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux;1620;382;7,06;79,5;3,2;28,1;0,54;;
barres céréalières;-;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";1600;379;6,13;72,8;6,53;30,2;0,75;;
barres céréalières;-;"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux";1760;418;5,99;72,9;10,9;32,4;0,7;;
barres céréalières;-;Barre céréalière diététique hypocalorique;1620;386;5,9;65,3;11,2;8,5;0,75;;
barres céréalières;-;Barre céréalière chocolatée;1890;451;6,55;73;14,9;32,9;0,51;;
barres céréalières;-;Barre céréalière aux fruits;1590;377;5,49;73,5;7,07;29,6;0,63;;
barres céréalières;-;Barre céréalière aux amandes ou noisettes;1860;444;8,69;60,6;18,2;20,4;0,45;;
barres céréalières;-;Barre céréalière chocolatée aux fruits;-;-;5,7;70,4;11,8;34,8;0,56;;
gâteaux et pâtisseries;-;Baba au rhum, préemballé;708;169;2,83;23,6;3,86;18,2;0,24;;
gâteaux et pâtisseries;-;Gâteau (aliment moyen);;;5,27;53,5;17,8;32;0,73;;
gâteaux et pâtisseries;-;Gâteau Paris-Brest (pâte à choux crème mousseline praliné);-;-;5,44;26,1;24,9;16,2;0,3;;
gâteaux et pâtisseries;-;Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises);-;-;4,13;34,2;19;29,5;0,17;;
gâteaux et pâtisseries;-;Gâteau mousse de fruits sur génoise, type miroir, bavarois;-;-;3,87;31,6;12,2;25,1;0,11;;
gâteaux et pâtisseries;-;Entremets type Opéra;-;-;5,19;39,6;24;35,1;0,11;;
gâteaux et pâtisseries;-;Fraisier ou framboisier;-;-;3,31;26,7;15,5;17,3;0,15;;
gâteaux et pâtisseries;-;Baba au rhum;-;-;2,25;36,3;9,9;29,9;0,22;;
gâteaux et pâtisseries;-;Canelé;-;-;5,2;59,4;3,7;37,6;0,19;;
gâteaux et pâtisseries;-;Macaron moelleux fourré à la confiture ou à la crème;-;-;10;49,7;21,2;45,2;0,16;;
gâteaux et pâtisseries;-;Bûche de Noël pâtissière;-;-;4,2;30,7;19,7;23,7;0,18;;
gâteaux et pâtisseries;-;Brownie au chocolat, préemballé;1910;458;5,94;50,6;25,4;35,1;0,35;;
gâteaux et pâtisseries;-;Rocher coco ou Congolais (petit gâteau à la noix de coco);-;-;4,46;53,7;24,1;47,5;0,1;;
gâteaux et pâtisseries;-;Biscuit de Savoie;-;-;6,05;56,3;0,8;-;1,87;;
gâteaux et pâtisseries;-;Quatre-quarts, fabrication artisanale;-;-;5,94;46;25,6;26,8;0,52;;
gâteaux et pâtisseries;-;Quatre-quarts, préemballé;-;-;5,94;48,2;23,9;26,4;1,07;;
gâteaux et pâtisseries;-;Barre pâtissière, préemballé;-;-;5,38;54,7;14,9;26,8;1,28;;
gâteaux et pâtisseries;-;Gâteau au citron, tout type;-;-;5;54;21,3;-;0,54;;
gâteaux et pâtisseries;-;Far aux pruneaux;-;-;5,13;32;8;21,5;0,23;;
gâteaux et pâtisseries;-;Kouign Amann;-;-;5,81;48,7;25,1;20,5;0,85;;
gâteaux et pâtisseries;-;Pain d'épices;-;-;2,94;71,5;1,1;38,2;0,47;;
gâteaux et pâtisseries;-;Pain d'épices fourré ou nonette;-;-;4;76;2,5;44;0,41;;
gâteaux et pâtisseries;-;Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);-;-;10,4;49,2;24,5;39,6;0,075;;
gâteaux et pâtisseries;-;Corne de gazelle (pâtisserie orientale aux amandes et sirop);-;-;8,55;60,2;22,1;32;0,15;;
gâteaux et pâtisseries;-;Chou à la crème (chantilly ou pâtissière);-;-;4,5;25,2;22,9;16,7;0,28;;
gâteaux et pâtisseries;-;Chou à la crème chantilly, Saint-honoré;-;-;4,63;22,9;26,4;8,9;0,37;;
gâteaux et pâtisseries;-;Chou à la crème pâtissière;-;-;4,31;34,9;7,3;13,5;0,25;;
gâteaux et pâtisseries;-;Éclair;-;-;5,78;31,6;11,8;18,9;0,23;;
gâteaux et pâtisseries;-;Tarte aux fruits et crème pâtissière;-;-;2,94;30;7,7;18,7;0,26;;
gâteaux et pâtisseries;-;Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados);1310;313;4,44;38,7;15;25,8;0,23;;
gâteaux et pâtisseries;-;Tarte au citron;-;-;5;42,7;20,9;30,1;0,13;;
gâteaux et pâtisseries;-;Tarte ou tartelette aux pommes;-;-;2,52;32,7;8,79;20,7;0,31;;
gâteaux et pâtisseries;-;Tarte aux fraises;-;-;3,19;31;19,8;-;0,14;;
gâteaux et pâtisseries;-;Crumble aux pommes;-;-;2,19;33,8;9,5;19;0,085;;
gâteaux et pâtisseries;-;Tarte aux abricots;-;-;3,18;41;10,7;17,4;0,22;;
gâteaux et pâtisseries;-;Tarte aux fruits rouges;-;-;3,5;38,5;6,87;20,9;0,21;;
gâteaux et pâtisseries;-;Tarte Tatin aux pommes;-;-;2,31;37,1;9,3;24,9;0,19;;
gâteaux et pâtisseries;-;Tarte au chocolat, fabrication artisanale;-;-;5,94;40,9;30,7;22,7;0,19;;
gâteaux et pâtisseries;-;Tarte ou tartelette aux fruits;-;-;3,72;46,9;10,6;24,6;0,38;;
gâteaux et pâtisseries;-;Flan pâtissier aux oeufs ou à la parisienne;-;-;3,69;29,2;11,3;18,4;0,24;;
gâteaux et pâtisseries;-;Charlotte aux fruits;-;-;5,16;28,2;6,64;21,7;0,038;;
gâteaux et pâtisseries;-;Gâteau au chocolat;-;-;5,74;54,6;21,6;32,2;0,76;;
gâteaux et pâtisseries;-;Gâteau moelleux au chocolat, préemballé;-;-;6,19;48,2;24;33,4;0,3;;
gâteaux et pâtisseries;-;Gâteau au yaourt;-;-;5,87;51,8;21,4;26,9;0,67;;
gâteaux et pâtisseries;-;Gâteau au fromage blanc;-;-;6,17;27;11,6;19,5;0,5;;
gâteaux et pâtisseries;-;Gâteau moelleux nature type génoise;-;-;5,7;57,6;14,4;27,1;0,5;;
gâteaux et pâtisseries;-;Galette des rois feuilletée;-;-;5;29,8;23,3;9,9;0,61;;
gâteaux et pâtisseries;-;Galette des rois feuilletée, fourrée frangipane, et Pithiviers;-;-;7,6;33,4;30;15,6;0,7;;
gâteaux et pâtisseries;-;Crêpe, nature, préemballée, rayon frais;-;-;6,49;40;7,21;19,1;0,61;;
gâteaux et pâtisseries;-;Crêpe, nature, préemballée, rayon température ambiante;-;-;8,5;58,1;14,1;28,1;1,71;;
gâteaux et pâtisseries;-;Galette de sarrasin, nature, préemballée;-;-;5,95;30,1;1,51;1,08;1,32;;
gâteaux et pâtisseries;-;Gâteau basque, crème pâtissière;-;-;4,03;57,4;13,3;28,1;0,47;;
gâteaux et pâtisseries;-;Gâteau basque, cerises;-;-;4,3;63,3;13,5;42;0,43;;
gâteaux et pâtisseries;-;Crêpe fourrée au sucre, préemballée;-;-;6,62;58,7;15,8;31;1,44;;
gâteaux et pâtisseries;-;Crêpe fourrée à la confiture, maison;-;-;6,51;54;5,74;19,4;0,89;;
gâteaux et pâtisseries;-;Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison;-;-;8,1;54,3;14,6;20,4;0,9;;
gâteaux et pâtisseries;-;Crêpe fourrée chocolat, préemballée;-;-;6,43;58,7;20,4;38,2;0,83;;
gâteaux et pâtisseries;-;Crêpe fourrée fraise, préemballée;-;-;5,35;66,7;6,6;30,8;1,02;;
gâteaux et pâtisseries;-;Gaufre fine fourrée au miel, préemballée;1910;455;4,56;67;18,3;37;0,77;;
gâteaux et pâtisseries;-;Gaufre bruxelloise ou liégeoise, préparation artisanale;-;-;8;36,1;13,4;4,8;0,99;;
gâteaux et pâtisseries;-;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;-;-;7,1;52,5;25,2;32;0,82;;
gâteaux et pâtisseries;-;Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée;-;-;6,1;55,9;23,9;29,4;0,63;;
gâteaux et pâtisseries;-;Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;-;-;5,18;66,4;17,9;37,6;0,83;;
gâteaux et pâtisseries;-;Gaufre croustillante (fine ou sèche), chocolatée, préemballée;-;-;6,9;70;16;39;0,76;;
gâteaux et pâtisseries;-;Beignet rond moelleux, sans fourrage, saupoudré de sucre;1690;404;7,25;39,4;23,7;10,7;1,11;;
gâteaux et pâtisseries;-;Beignet à la confiture;1580;378;6,36;45,6;18,7;19,9;0,71;;
gâteaux et pâtisseries;-;Beignet fourré aux fruits, préemballé;1520;362;5,65;47,6;16;14,5;0,78;;
gâteaux et pâtisseries;-;Beignet fourré goût chocolat, préemballé;1760;420;7,31;45,9;22,5;18,6;0,7;;
gâteaux et pâtisseries;-;Pâtisserie (aliment moyen);;;5,03;44;17,2;27,5;0,39;;
gâteaux et pâtisseries;-;Cake aux fruits, préemballé;1510;360;4,19;55,2;12,6;35,8;0,59;;
gâteaux et pâtisseries;-;Gâteau marbré, prémballé;-;-;5,76;50,5;23;27,9;0,67;;
gâteaux et pâtisseries;-;Gâteau sablé aux fruits, préemballé;-;-;5,13;63,9;16,3;39;0,61;;
gâteaux et pâtisseries;-;Gâteau moelleux aux fruits, prémballé;-;-;4,61;61,6;14,8;34,2;0,85;;
gâteaux et pâtisseries;-;Gâteau moelleux aux fruits à coque, prémballé;-;-;6,2;48,8;25,5;34,7;0,5;;
gâteaux et pâtisseries;-;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé;-;-;5,31;60,7;21,7;43,7;0,51;;
gâteaux et pâtisseries;-;Génoise fourrée et nappée au chocolat, prémballé;-;-;5,46;53,3;20,8;35;0,43;;
gâteaux et pâtisseries;-;Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé;-;-;4,41;64,2;6,5;43,9;0,48;;
gâteaux et pâtisseries;-;Muffin, aux myrtilles ou au chocolat;-;-;5,59;48,9;23,4;27,9;0,9;;
gâteaux et pâtisseries;-;Madeleine, pur beurre, préemballée;-;-;5,6;52,6;25,5;27,4;0,69;;
gâteaux et pâtisseries;-;Madeleine au chocolat, préemballée;-;-;6,06;51,5;24,9;29;0,81;;
gâteaux et pâtisseries;-;Madeleine ordinaire, préemballée;-;-;5,2;53,5;25,2;23,8;0,89;;
gâteaux et pâtisseries;-;Tarte aux poires amandine;-;-;4,9;37,7;14,9;21,2;0,14;;
gâteaux et pâtisseries;-;Gâteau aux amandes type financier;-;-;9,1;44,3;27,4;34,6;0,47;;
gâteaux et pâtisseries;-;Gâteau aux amandes, préemballé;-;-;5,78;60,1;17,3;37,4;0,5;;
gâteaux et pâtisseries;-;Mille-feuille;-;-;3,88;43,7;11,3;28,8;0,42;;
-;-;Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);;;2,66;32,2;12;25,3;0,14;;
glaces;-;Barre glacée chocolatée;1500;359;5,12;35,8;21,4;27,7;0,29;;
glaces;-;Glace ou crème glacée, bâtonnet, enrobé de chocolat;1370;328;3,35;33,4;19,8;27,9;0,16;;
glaces;-;Glace ou crème glacée, cône (taille standard);-;-;3,44;37,8;13,5;25,7;0,13;;
glaces;-;Glace ou crème glacée, en bac;-;-;2,5;26,1;8,4;21,9;0,12;;
glaces;-;Glace au yaourt;-;-;3,38;22,7;2,2;20,7;0,093;;
glaces;-;Glace ou crème glacée, gourmande, en bac;-;-;2,99;29;10,7;24,4;0,17;;
